timestamp,datetime,mid_price,volatility,kappa,A,gamma,optimal_spread_bps,bid_spread_bps,ask_spread_bps,bid_price,ask_price,reservation_price
1763835153229,N/A,2752.850,0.000047,6.65,0.01,0.10,12.20,6.10,6.10,2751.17,2754.53,2752.85
1763835213229,N/A,2751.450,0.000047,6.65,0.01,0.10,11.99,5.99,5.99,2749.80,2753.10,2751.45
1763835273229,N/A,2751.750,0.000047,6.66,0.01,0.10,11.91,5.95,5.95,2750.11,2753.39,2751.75
1763835333233,N/A,2751.550,0.000046,6.48,0.01,0.10,11.84,5.92,5.92,2749.92,2753.18,2751.55
1763835393328,N/A,2749.050,0.000046,6.09,0.01,0.10,11.85,5.92,5.92,2747.42,2750.68,2749.05
1763835453330,N/A,2749.850,0.000046,6.08,0.01,0.10,11.78,5.89,5.89,2748.23,2751.47,2749.85
1763835513430,N/A,2749.150,0.000046,6.52,0.01,0.10,11.71,5.85,5.85,2747.54,2750.76,2749.15
1763835573529,N/A,2749.450,0.000045,6.48,0.01,0.10,11.42,5.71,5.71,2747.88,2751.02,2749.45
1763835633628,N/A,2751.350,0.000045,6.49,0.01,0.10,11.41,5.70,5.70,2749.78,2752.92,2751.35
1763835693631,N/A,2750.250,0.000045,6.49,0.01,0.10,11.34,5.67,5.67,2748.69,2751.81,2750.25
1763835753728,N/A,2750.250,0.000045,6.48,0.01,0.10,11.34,5.67,5.67,2748.69,2751.81,2750.25
1763835813729,N/A,2751.250,0.000045,8.75,0.02,0.10,10.90,5.45,5.45,2749.75,2752.75,2751.25
1763835873828,N/A,2749.750,0.000045,8.70,0.02,0.10,10.98,5.49,5.49,2748.24,2751.26,2749.75
1763835933828,N/A,2751.650,0.000045,8.63,0.02,0.10,10.97,5.48,5.48,2750.14,2753.16,2751.65
1763835993828,N/A,2750.050,0.000045,8.63,0.02,0.10,10.98,5.49,5.49,2748.54,2751.56,2750.05
1763836053928,N/A,2748.850,0.000045,8.58,0.02,0.10,10.91,5.45,5.45,2747.35,2750.35,2748.85
1763836113930,N/A,2748.450,0.000045,8.58,0.02,0.10,10.84,5.42,5.42,2746.96,2749.94,2748.45
1763836174028,N/A,2749.750,0.000045,8.58,0.02,0.10,10.83,5.41,5.41,2748.26,2751.24,2749.75
1763836234128,N/A,2749.950,0.000045,8.62,0.02,0.10,10.76,5.38,5.38,2748.47,2751.43,2749.95
1763836294132,N/A,2745.8,0.000045,8.84,0.02,0.10,10.70,5.35,5.35,2744.33,2747.27,2745.80
1763836354140,N/A,2746.550,0.000045,8.85,0.02,0.10,10.99,5.49,5.49,2745.04,2748.06,2746.55
1763836414227,N/A,2747.650,0.000045,8.93,0.02,0.10,10.99,5.49,5.49,2746.14,2749.16,2747.65
1763836474337,N/A,2744.450,0.000045,8.96,0.02,0.10,11.00,5.50,5.50,2742.94,2745.96,2744.45
1763836534436,N/A,2744.650,0.000045,9.00,0.02,0.10,10.85,5.42,5.42,2743.16,2746.14,2744.65
1763836594529,N/A,2745.650,0.000044,8.70,0.02,0.10,10.41,5.20,5.20,2744.22,2747.08,2745.65
1763836654531,N/A,2744.4,0.000044,8.72,0.02,0.10,10.49,5.24,5.24,2742.96,2745.84,2744.40
1763836714631,N/A,2747.150,0.000045,8.74,0.02,0.10,11.06,5.53,5.53,2745.63,2748.67,2747.15
1763836774730,N/A,2746.850,0.000045,8.72,0.02,0.10,10.99,5.49,5.49,2745.34,2748.36,2746.85
1763836834830,N/A,2748.150,0.000045,8.72,0.02,0.10,10.98,5.49,5.49,2746.64,2749.66,2748.15
1763836895027,N/A,2747.750,0.000045,8.72,0.02,0.10,10.99,5.49,5.49,2746.24,2749.26,2747.75
1763836955032,N/A,2748.750,0.000045,8.80,0.02,0.10,11.05,5.52,5.52,2747.23,2750.27,2748.75
1763837015128,N/A,2748.950,0.000045,8.77,0.02,0.10,10.91,5.45,5.45,2747.45,2750.45,2748.95
1763837075128,N/A,2749.650,0.000045,8.72,0.02,0.10,10.76,5.38,5.38,2748.17,2751.13,2749.65
1763837135128,N/A,2749.250,0.000044,11.14,0.03,0.10,10.40,5.20,5.20,2747.82,2750.68,2749.25
1763837195228,N/A,2748.5,0.000044,11.07,0.03,0.10,10.40,5.20,5.20,2747.07,2749.93,2748.50
1763837255229,N/A,2749.550,0.000044,11.06,0.03,0.10,10.47,5.23,5.23,2748.11,2750.99,2749.55
1763837315231,N/A,2750.750,0.000044,11.02,0.03,0.10,10.46,5.23,5.23,2749.31,2752.19,2750.75
1763837375337,N/A,2753.450,0.000045,11.60,0.02,0.10,10.53,5.26,5.26,2752.00,2754.90,2753.45
1763837435430,N/A,2753.350,0.000045,11.58,0.02,0.10,10.53,5.26,5.26,2751.90,2754.80,2753.35
1763837495527,N/A,2753.150,0.000044,16.70,0.04,0.10,10.17,5.08,5.08,2751.75,2754.55,2753.15
1763837555529,N/A,2752.850,0.000044,16.69,0.04,0.10,10.02,5.01,5.01,2751.47,2754.23,2752.85
1763837615532,N/A,2753.250,0.000044,15.70,0.03,0.10,10.09,5.04,5.04,2751.86,2754.64,2753.25
1763837675632,N/A,2752.650,0.000044,15.82,0.03,0.10,10.17,5.08,5.08,2751.25,2754.05,2752.65
1763837735633,N/A,2750.650,0.000044,15.82,0.03,0.10,10.10,5.05,5.05,2749.26,2752.04,2750.65
1763837795728,N/A,2750.250,0.000044,16.25,0.03,0.10,9.89,4.94,4.94,2748.89,2751.61,2750.25
1763837855728,N/A,2751.150,0.000043,16.25,0.03,0.10,9.81,4.90,4.90,2749.80,2752.50,2751.15
1763837915730,N/A,2751.050,0.000043,16.24,0.04,0.10,9.66,4.83,4.83,2749.72,2752.38,2751.05
1763837975832,N/A,2751.350,0.000043,16.26,0.04,0.10,9.66,4.83,4.83,2750.02,2752.68,2751.35
1763838035931,N/A,2752.650,0.000043,14.28,0.01,0.10,9.66,4.83,4.83,2751.32,2753.98,2752.65
1763838095933,N/A,2752.050,0.000043,14.27,0.01,0.10,9.73,4.86,4.86,2750.71,2753.39,2752.05
1763838156028,N/A,2750.450,0.000043,14.28,0.01,0.10,9.67,4.83,4.83,2749.12,2751.78,2750.45
1763838216029,N/A,2750.650,0.000043,14.26,0.01,0.10,9.74,4.87,4.87,2749.31,2751.99,2750.65
1763838276228,N/A,2749.650,0.000043,14.32,0.01,0.10,9.81,4.90,4.90,2748.30,2751.00,2749.65
1763838336234,N/A,2748.750,0.000044,14.29,0.01,0.10,9.96,4.98,4.98,2747.38,2750.12,2748.75
1763838396331,N/A,2749.650,0.000044,14.26,0.01,0.10,9.96,4.98,4.98,2748.28,2751.02,2749.65
1763838456430,N/A,2750.050,0.000043,14.26,0.01,0.10,9.81,4.90,4.90,2748.70,2751.40,2750.05
1763838516528,N/A,2756.650,0.000045,14.32,0.01,0.10,10.44,5.22,5.22,2755.21,2758.09,2756.65
1763838576531,N/A,2755.650,0.000044,19.22,0.03,0.10,9.87,4.93,4.93,2754.29,2757.01,2755.65
1763838636534,N/A,2753.550,0.000043,18.90,0.03,0.10,9.66,4.83,4.83,2752.22,2754.88,2753.55
1763838696628,N/A,2750.750,0.000043,18.91,0.03,0.10,9.74,4.87,4.87,2749.41,2752.09,2750.75
1763838756628,N/A,2751.550,0.000043,18.91,0.03,0.10,9.59,4.79,4.79,2750.23,2752.87,2751.55
1763838816628,N/A,2750.250,0.000043,18.93,0.03,0.10,9.59,4.79,4.79,2748.93,2751.57,2750.25
1763838876633,N/A,2751.950,0.000043,19.13,0.03,0.10,9.73,4.86,4.86,2750.61,2753.29,2751.95
1763838936738,N/A,2753.850,0.000043,19.13,0.03,0.10,9.73,4.86,4.86,2752.51,2755.19,2753.85
1763838996828,N/A,2754.650,0.000043,57.74,3.57,0.10,9.36,4.68,4.68,2753.36,2755.94,2754.65
1763839056828,N/A,2753.150,0.000043,57.90,3.66,0.10,9.29,4.64,4.64,2751.87,2754.43,2753.15
1763839116830,N/A,2753.850,0.000043,59.90,3.88,0.10,9.29,4.64,4.64,2752.57,2755.13,2753.85
1763839176929,N/A,2753.950,0.000043,59.77,3.76,0.10,9.22,4.61,4.61,2752.68,2755.22,2753.95
1763839237037,N/A,2752.850,0.000043,24.03,0.07,0.10,9.44,4.72,4.72,2751.55,2754.15,2752.85
1763839297130,N/A,2749.250,0.000043,24.26,0.07,0.10,9.60,4.80,4.80,2747.93,2750.57,2749.25
1763839357130,N/A,2750.550,0.000043,24.27,0.07,0.10,9.59,4.79,4.79,2749.23,2751.87,2750.55
1763839417131,N/A,2751.350,0.000043,24.30,0.07,0.10,9.59,4.79,4.79,2750.03,2752.67,2751.35
1763839477230,N/A,2750.150,0.000043,24.31,0.07,0.10,9.45,4.72,4.72,2748.85,2751.45,2750.15
1763839537328,N/A,2750.150,0.000043,24.30,0.07,0.10,9.38,4.69,4.69,2748.86,2751.44,2750.15
1763839597329,N/A,2749.650,0.000043,24.29,0.07,0.10,9.31,4.65,4.65,2748.37,2750.93,2749.65
1763839657333,N/A,2750.250,0.000042,24.35,0.07,0.10,9.16,4.58,4.58,2748.99,2751.51,2750.25
1763839717428,N/A,2748.950,0.000043,24.45,0.07,0.10,9.38,4.69,4.69,2747.66,2750.24,2748.95
1763839777530,N/A,2749.950,0.000043,24.47,0.07,0.10,9.30,4.65,4.65,2748.67,2751.23,2749.95
1763839837629,N/A,2749.150,0.000043,24.43,0.07,0.10,9.38,4.69,4.69,2747.86,2750.44,2749.15
1763839897730,N/A,2749.950,0.000043,24.44,0.07,0.10,9.30,4.65,4.65,2748.67,2751.23,2749.95
1763839957829,N/A,2751.450,0.000042,24.72,0.09,0.10,9.08,4.54,4.54,2750.20,2752.70,2751.45
1763840017935,N/A,2749.950,0.000042,24.65,0.09,0.10,9.01,4.50,4.50,2748.71,2751.19,2749.95
1763840078028,N/A,2750.750,0.000042,24.58,0.09,0.10,8.87,4.43,4.43,2749.53,2751.97,2750.75
1763840138028,N/A,2750.750,0.000042,24.52,0.08,0.10,8.94,4.47,4.47,2749.52,2751.98,2750.75
1763840198028,N/A,2750.250,0.000042,24.48,0.08,0.10,8.87,4.43,4.43,2749.03,2751.47,2750.25
1763840258127,N/A,2748.750,0.000041,24.40,0.08,0.10,8.58,4.29,4.29,2747.57,2749.93,2748.75
1763840318133,N/A,2750.550,0.000040,24.34,0.08,0.10,8.07,4.03,4.03,2749.44,2751.66,2750.55
1763840378228,N/A,2747.350,0.000041,18.58,0.07,0.10,8.73,4.36,4.36,2746.15,2748.55,2747.35
1763840438232,N/A,2746.950,0.000041,18.57,0.07,0.10,8.73,4.36,4.36,2745.75,2748.15,2746.95
1763840498328,N/A,2746.150,0.000041,18.58,0.07,0.10,8.81,4.40,4.40,2744.94,2747.36,2746.15
1763840558328,N/A,2744.950,0.000041,17.32,0.06,0.10,8.74,4.37,4.37,2743.75,2746.15,2744.95
1763840618328,N/A,2746.150,0.000041,17.38,0.06,0.10,8.73,4.36,4.36,2744.95,2747.35,2746.15
1763840678329,N/A,2746.950,0.000041,17.39,0.06,0.10,8.80,4.40,4.40,2745.74,2748.16,2746.95
1763840738333,N/A,2746.950,0.000041,17.34,0.06,0.10,8.73,4.36,4.36,2745.75,2748.15,2746.95
1763840798431,N/A,2749.250,0.000042,17.33,0.06,0.10,8.94,4.47,4.47,2748.02,2750.48,2749.25
1763840858431,N/A,2747.550,0.000041,17.36,0.06,0.10,8.73,4.36,4.36,2746.35,2748.75,2747.55
1763840918432,N/A,2749.950,0.000041,8.23,0.01,0.10,9.23,4.61,4.61,2748.68,2751.22,2749.95
1763840978529,N/A,2749.150,0.000040,8.11,0.01,0.10,9.02,4.51,4.51,2747.91,2750.39,2749.15
1763841038628,N/A,2750.550,0.000041,8.12,0.01,0.10,9.23,4.61,4.61,2749.28,2751.82,2750.55
1763841098731,N/A,2751.050,0.000041,8.14,0.01,0.10,9.16,4.58,4.58,2749.79,2752.31,2751.05
1763841158733,N/A,2752.250,0.000041,8.16,0.01,0.10,9.22,4.61,4.61,2750.98,2753.52,2752.25
1763841218828,N/A,2752.950,0.000041,7.99,0.01,0.10,9.15,4.57,4.57,2751.69,2754.21,2752.95
1763841278829,N/A,2750.850,0.000040,7.53,0.01,0.10,9.08,4.54,4.54,2749.60,2752.10,2750.85
1763841338928,N/A,2751.450,0.000040,7.76,0.01,0.10,9.01,4.50,4.50,2750.21,2752.69,2751.45
1763841398933,N/A,2751.750,0.000040,7.81,0.01,0.10,9.01,4.50,4.50,2750.51,2752.99,2751.75
1763841459028,N/A,2751.750,0.000040,7.84,0.01,0.10,8.93,4.46,4.46,2750.52,2752.98,2751.75
1763841519028,N/A,2751.550,0.000040,7.86,0.01,0.10,8.94,4.47,4.47,2750.32,2752.78,2751.55
1763841579028,N/A,2750.450,0.000040,7.85,0.01,0.10,8.94,4.47,4.47,2749.22,2751.68,2750.45
1763841639030,N/A,2750.350,0.000040,7.57,0.01,0.10,8.94,4.47,4.47,2749.12,2751.58,2750.35
1763841699131,N/A,2751.550,0.000040,7.60,0.01,0.10,8.86,4.43,4.43,2750.33,2752.77,2751.55
1763841759131,N/A,2752.650,0.000040,7.62,0.01,0.10,8.93,4.46,4.46,2751.42,2753.88,2752.65
1763841819228,N/A,2753.650,0.000040,7.62,0.01,0.10,8.86,4.43,4.43,2752.43,2754.87,2753.65
1763841879328,N/A,2753.950,0.000040,7.58,0.01,0.10,8.78,4.39,4.39,2752.74,2755.16,2753.95
1763841939330,N/A,2752.250,0.000039,7.59,0.01,0.10,8.64,4.32,4.32,2751.06,2753.44,2752.25
1763841999434,N/A,2753.750,0.000039,7.60,0.01,0.10,8.64,4.32,4.32,2752.56,2754.94,2753.75
1763842059528,N/A,2750.950,0.000040,7.62,0.01,0.10,8.86,4.43,4.43,2749.73,2752.17,2750.95
1763842119528,N/A,2751.250,0.000039,7.61,0.01,0.10,8.43,4.21,4.21,2750.09,2752.41,2751.25
1763842179530,N/A,2750.950,0.000039,7.61,0.01,0.10,8.43,4.21,4.21,2749.79,2752.11,2750.95
1763842239531,N/A,2751.550,0.000039,7.64,0.01,0.10,8.43,4.21,4.21,2750.39,2752.71,2751.55
1763842299729,N/A,2753.450,0.000039,7.64,0.01,0.10,8.42,4.21,4.21,2752.29,2754.61,2753.45
1763842359730,N/A,2753.350,0.000039,7.64,0.01,0.10,8.42,4.21,4.21,2752.19,2754.51,2753.35
1763842419730,N/A,2755.150,0.000039,7.43,0.01,0.10,8.56,4.28,4.28,2753.97,2756.33,2755.15
1763842479829,N/A,2755.450,0.000039,7.61,0.01,0.10,8.41,4.20,4.20,2754.29,2756.61,2755.45
1763842539928,N/A,2754.950,0.000039,7.64,0.01,0.10,8.34,4.17,4.17,2753.80,2756.10,2754.95
1763842599930,N/A,2755.550,0.000039,7.68,0.01,0.10,8.56,4.28,4.28,2754.37,2756.73,2755.55
1763842659930,N/A,2753.850,0.000039,7.69,0.01,0.10,8.64,4.32,4.32,2752.66,2755.04,2753.85
1763842720027,N/A,2751.450,0.000040,7.48,0.01,0.10,8.72,4.36,4.36,2750.25,2752.65,2751.45
1763842780031,N/A,2751.750,0.000040,7.48,0.01,0.10,8.79,4.39,4.39,2750.54,2752.96,2751.75
1763842840228,N/A,2750.650,0.000039,7.27,0.01,0.10,8.57,4.28,4.28,2749.47,2751.83,2750.65
1763842900230,N/A,2751.350,0.000039,7.13,0.01,0.10,8.43,4.21,4.21,2750.19,2752.51,2751.35
1763842960328,N/A,2753.3,0.000039,7.13,0.01,0.10,8.49,4.24,4.24,2752.13,2754.47,2753.30
1763843020328,N/A,2752.850,0.000039,6.89,0.01,0.10,8.79,4.39,4.39,2751.64,2754.06,2752.85
1763843080430,N/A,2751.950,0.000040,6.89,0.01,0.10,8.86,4.43,4.43,2750.73,2753.17,2751.95
1763843140433,N/A,2751.450,0.000040,6.88,0.01,0.10,8.86,4.43,4.43,2750.23,2752.67,2751.45
1763843200531,N/A,2752.750,0.000040,6.89,0.01,0.10,8.93,4.46,4.46,2751.52,2753.98,2752.75
1763843260531,N/A,2752.550,0.000040,6.87,0.01,0.10,8.93,4.46,4.46,2751.32,2753.78,2752.55
1763843320628,N/A,2753.550,0.000039,6.82,0.01,0.10,8.86,4.43,4.43,2752.33,2754.77,2753.55
1763843380727,N/A,2754.350,0.000039,6.84,0.01,0.10,8.78,4.39,4.39,2753.14,2755.56,2754.35
1763843440731,N/A,2753.050,0.000039,6.85,0.01,0.10,8.79,4.39,4.39,2751.84,2754.26,2753.05
1763843500732,N/A,2750.850,0.000040,6.89,0.01,0.10,8.86,4.43,4.43,2749.63,2752.07,2750.85
1763843560734,N/A,2751.450,0.000040,6.76,0.01,0.10,8.94,4.47,4.47,2750.22,2752.68,2751.45
1763843620827,N/A,2750.350,0.000040,6.80,0.01,0.10,9.01,4.50,4.50,2749.11,2751.59,2750.35
1763843680828,N/A,2749.750,0.000040,6.80,0.01,0.10,8.94,4.47,4.47,2748.52,2750.98,2749.75
1763843740829,N/A,2749.550,0.000040,6.82,0.01,0.10,9.01,4.50,4.50,2748.31,2750.79,2749.55
1763843801032,N/A,2748.850,0.000040,6.83,0.01,0.10,9.02,4.51,4.51,2747.61,2750.09,2748.85
1763843861032,N/A,2745.250,0.000040,6.88,0.01,0.10,9.10,4.55,4.55,2744.00,2746.50,2745.25
1763843921130,N/A,2748.050,0.000040,6.92,0.01,0.10,9.17,4.58,4.58,2746.79,2749.31,2748.05
1763843981228,N/A,2747.750,0.000039,7.67,0.01,0.10,8.44,4.22,4.22,2746.59,2748.91,2747.75
1763844041228,N/A,2747.450,0.000039,7.66,0.01,0.10,8.37,4.18,4.18,2746.30,2748.60,2747.45
1763844101230,N/A,2746.250,0.000038,7.68,0.01,0.10,8.22,4.11,4.11,2745.12,2747.38,2746.25
1763844161329,N/A,2745.350,0.000038,7.41,0.01,0.10,8.08,4.04,4.04,2744.24,2746.46,2745.35
1763844221329,N/A,2745.450,0.000038,7.54,0.01,0.10,8.08,4.04,4.04,2744.34,2746.56,2745.45
1763844281433,N/A,2743.050,0.000039,8.14,0.01,0.10,8.23,4.11,4.11,2741.92,2744.18,2743.05
1763844341528,N/A,2743.4,0.000039,8.14,0.01,0.10,8.45,4.22,4.22,2742.24,2744.56,2743.40
1763844401528,N/A,2742.650,0.000038,8.15,0.01,0.10,8.16,4.08,4.08,2741.53,2743.77,2742.65
1763844461532,N/A,2743.1,0.000038,8.13,0.01,0.10,8.16,4.08,4.08,2741.98,2744.22,2743.10
1763844521628,N/A,2743.150,0.000038,10.18,0.01,0.10,7.87,3.93,3.93,2742.07,2744.23,2743.15
1763844581628,N/A,2735.550,0.000041,4.89,0.01,0.10,9.65,4.82,4.82,2734.23,2736.87,2735.55
1763844641628,N/A,2737.950,0.000041,4.92,0.01,0.10,9.64,4.82,4.82,2736.63,2739.27,2737.95
1763844701628,N/A,2738.150,0.000041,4.94,0.01,0.10,9.64,4.82,4.82,2736.83,2739.47,2738.15
1763844761628,N/A,2737.850,0.000041,4.92,0.01,0.10,9.71,4.85,4.85,2736.52,2739.18,2737.85
1763844821630,N/A,2734.750,0.000041,4.89,0.01,0.10,9.87,4.93,4.93,2733.40,2736.10,2734.75
1763844881827,N/A,2733.350,0.000041,4.86,0.01,0.10,9.95,4.97,4.97,2731.99,2734.71,2733.35
1763844941828,N/A,2735.350,0.000042,4.39,0.00,0.10,10.16,5.08,5.08,2733.96,2736.74,2735.35
1763845001831,N/A,2735.150,0.000042,4.38,0.00,0.10,10.23,5.11,5.11,2733.75,2736.55,2735.15
1763845061929,N/A,2736.250,0.000042,4.44,0.00,0.10,10.52,5.26,5.26,2734.81,2737.69,2736.25
1763845121931,N/A,2740.150,0.000044,3.63,0.00,0.10,11.38,5.69,5.69,2738.59,2741.71,2740.15
1763845182029,N/A,2740.550,0.000044,3.63,0.00,0.10,11.45,5.72,5.72,2738.98,2742.12,2740.55
1763845242129,N/A,2741.150,0.000044,3.63,0.00,0.10,11.60,5.80,5.80,2739.56,2742.74,2741.15
1763845302130,N/A,2739.650,0.000045,3.60,0.00,0.10,11.82,5.91,5.91,2738.03,2741.27,2739.65
1763845362228,N/A,2739.350,0.000045,3.62,0.00,0.10,11.82,5.91,5.91,2737.73,2740.97,2739.35
1763845422228,N/A,2741.350,0.000045,3.62,0.00,0.10,11.96,5.98,5.98,2739.71,2742.99,2741.35
1763845482229,N/A,2741.250,0.000045,3.65,0.00,0.10,11.89,5.94,5.94,2739.62,2742.88,2741.25
1763845542229,N/A,2742.650,0.000045,3.66,0.00,0.10,11.81,5.90,5.90,2741.03,2744.27,2742.65
1763845602330,N/A,2744.250,0.000045,2.92,0.00,0.10,12.46,6.23,6.23,2742.54,2745.96,2744.25
1763845662431,N/A,2743.850,0.000044,2.92,0.00,0.10,12.24,6.12,6.12,2742.17,2745.53,2743.85
1763845722431,N/A,2743.4,0.000044,2.92,0.00,0.10,12.17,6.08,6.08,2741.73,2745.07,2743.40
1763845782433,N/A,2741.2,0.000045,3.16,0.00,0.10,12.18,6.09,6.09,2739.53,2742.87,2741.20
1763845842433,N/A,2740.150,0.000045,3.20,0.00,0.10,12.18,6.09,6.09,2738.48,2741.82,2740.15
1763845902528,N/A,2737.150,0.000045,3.30,0.00,0.10,12.34,6.17,6.17,2735.46,2738.84,2737.15
1763845962633,N/A,2737.750,0.000045,3.36,0.00,0.10,12.34,6.17,6.17,2736.06,2739.44,2737.75
1763846022827,N/A,2738.950,0.000045,3.33,0.00,0.10,12.34,6.17,6.17,2737.26,2740.64,2738.95
1763875768332,N/A,2845.850,0.000000,0.08,17.30,0.10,55.23,27.61,27.61,2837.99,2853.71,2845.85
1763875828428,N/A,2823.950,0.000872,0.05,0.15,0.10,100.00,50.00,50.00,2809.83,2838.07,2823.95
1763875888431,N/A,2823.950,0.000617,0.05,0.08,0.10,100.00,50.00,50.00,2809.83,2838.07,2823.95
1763875948528,N/A,2822.250,0.000504,0.09,0.10,0.10,100.06,50.03,50.03,2808.13,2836.37,2822.25
1763876008535,N/A,2822.050,0.000437,0.09,0.08,0.10,100.06,50.03,50.03,2807.93,2836.17,2822.05
1763876068628,N/A,2821.750,0.000392,8.09,0.13,0.10,100.00,50.00,50.00,2807.64,2835.86,2821.75
1763876128628,N/A,2822.150,0.000358,8.18,0.10,0.10,100.06,50.03,50.03,2808.03,2836.27,2822.15
1763876188629,N/A,2821.350,0.000332,8.18,0.09,0.10,100.02,50.01,50.01,2807.24,2835.46,2821.35
1763876248728,N/A,2819.650,0.000311,8.54,0.08,0.10,100.01,50.00,50.00,2805.55,2833.75,2819.65
1763876308728,N/A,2814.950,0.000294,9.04,0.09,0.10,100.03,50.01,50.01,2800.87,2829.03,2814.95
1763876368728,N/A,2813.950,0.000280,9.98,0.12,0.10,100.00,50.00,50.00,2799.88,2828.02,2813.95
1763876428733,N/A,2818.350,0.000268,10.28,0.13,0.10,100.05,50.02,50.02,2804.25,2832.45,2818.35
1763876488831,N/A,2818.650,0.000257,10.40,0.13,0.10,100.04,50.02,50.02,2804.55,2832.75,2818.65
1763876548928,N/A,2817.350,0.000247,10.48,0.12,0.10,100.02,50.01,50.01,2803.26,2831.44,2817.35
1763876608933,N/A,2817.050,0.000239,0.78,0.01,0.10,100.03,50.01,50.01,2802.96,2831.14,2817.05
1763876669032,N/A,2816.550,0.000231,0.56,0.01,0.10,100.05,50.02,50.02,2802.46,2830.64,2816.55
1763876729128,N/A,2819.150,0.000224,0.56,0.00,0.10,100.03,50.01,50.01,2805.05,2833.25,2819.15
1763876789130,N/A,2821.450,0.000218,1.16,0.01,0.10,100.01,50.00,50.00,2807.34,2835.56,2821.45
1763876849232,N/A,2820.550,0.000212,1.20,0.01,0.10,100.05,50.02,50.02,2806.44,2834.66,2820.55
1763876909331,N/A,2824.550,0.000207,1.39,0.01,0.10,100.05,50.02,50.02,2810.42,2838.68,2824.55
1763876969428,N/A,2824.850,0.000202,1.39,0.01,0.10,100.04,50.02,50.02,2810.72,2838.98,2824.85
1763877029429,N/A,2825.150,0.000198,1.39,0.01,0.10,100.03,50.01,50.01,2811.02,2839.28,2825.15
1763877089528,N/A,2824.050,0.000193,1.39,0.01,0.10,100.06,50.03,50.03,2809.92,2838.18,2824.05
1763877149627,N/A,2822.450,0.000189,1.39,0.01,0.10,100.05,50.02,50.02,2808.33,2836.57,2822.45
1763877209627,N/A,2821.350,0.000186,1.40,0.01,0.10,100.02,50.01,50.01,2807.24,2835.46,2821.35
1763877269628,N/A,2822.550,0.000182,0.71,0.00,0.10,100.05,50.02,50.02,2808.43,2836.67,2822.55
1763877329731,N/A,2824.250,0.000179,0.71,0.00,0.10,100.06,50.03,50.03,2810.12,2838.38,2824.25
1763877389828,N/A,2822.350,0.000176,0.71,0.00,0.10,100.05,50.02,50.02,2808.23,2836.47,2822.35
1763877449928,N/A,2824.250,0.000173,0.71,0.00,0.10,100.06,50.03,50.03,2810.12,2838.38,2824.25
1763877509929,N/A,2823.950,0.000170,0.72,0.00,0.10,100.00,50.00,50.00,2809.83,2838.07,2823.95
1763877570030,N/A,2824.650,0.000167,0.72,0.00,0.10,100.04,50.02,50.02,2810.52,2838.78,2824.65
1763877630031,N/A,2824.150,0.000164,0.72,0.00,0.10,100.06,50.03,50.03,2810.02,2838.28,2824.15
1763877690039,N/A,2823.550,0.000162,0.72,0.00,0.10,100.01,50.00,50.00,2809.43,2837.67,2823.55
1763877750130,N/A,2824.050,0.000160,0.72,0.00,0.10,100.06,50.03,50.03,2809.92,2838.18,2824.05
1763877810133,N/A,2825.550,0.000158,0.74,0.00,0.10,100.01,50.00,50.00,2811.42,2839.68,2825.55
1763877870331,N/A,2825.050,0.000155,1.49,0.00,0.10,100.03,50.01,50.01,2810.92,2839.18,2825.05
1763877930428,N/A,2829.850,0.000154,1.49,0.00,0.10,100.00,50.00,50.00,2815.70,2844.00,2829.85
1763877990428,N/A,2828.250,0.000152,1.60,0.01,0.10,100.06,50.03,50.03,2814.10,2842.40,2828.25
1763878050428,N/A,2830.950,0.000150,1.61,0.01,0.10,100.03,50.01,50.01,2816.79,2845.11,2830.95
1763878110428,N/A,2829.650,0.000148,0.81,0.00,0.10,100.01,50.00,50.00,2815.50,2843.80,2829.65
1763878170430,N/A,2826.550,0.000147,0.81,0.00,0.10,100.05,50.02,50.02,2812.41,2840.69,2826.55
1763878230528,N/A,2826.550,0.000145,0.81,0.00,0.10,100.05,50.02,50.02,2812.41,2840.69,2826.55
1763878290531,N/A,2825.250,0.000143,0.81,0.00,0.10,100.02,50.01,50.01,2811.12,2839.38,2825.25
1763878350728,N/A,2824.650,0.000142,0.81,0.00,0.10,100.04,50.02,50.02,2810.52,2838.78,2824.65
1763878410728,N/A,2825.050,0.000140,0.82,0.00,0.10,100.03,50.01,50.01,2810.92,2839.18,2825.05
1763878470728,N/A,2824.750,0.000139,0.82,0.00,0.10,100.04,50.02,50.02,2810.62,2838.88,2824.75
1763878530728,N/A,2824.850,0.000137,0.82,0.00,0.10,100.04,50.02,50.02,2810.72,2838.98,2824.85
1763878590731,N/A,2824.350,0.000136,0.82,0.00,0.10,100.05,50.02,50.02,2810.22,2838.48,2824.35
1763878650733,N/A,2825.250,0.000135,0.83,0.00,0.10,100.02,50.01,50.01,2811.12,2839.38,2825.25
1763878710829,N/A,2824.650,0.000133,0.83,0.00,0.10,98.34,49.17,49.17,2810.76,2838.54,2824.65
1763878770931,N/A,2824.7,0.000132,0.83,0.00,0.10,96.71,48.35,48.35,2811.04,2838.36,2824.70
1763878831028,N/A,2825.950,0.000131,0.83,0.00,0.10,95.11,47.55,47.55,2812.51,2839.39,2825.95
1763878891029,N/A,2826.050,0.000130,0.84,0.00,0.10,93.41,46.70,46.70,2812.85,2839.25,2826.05
1763878951033,N/A,2825.650,0.000128,0.74,0.00,0.10,92.86,46.43,46.43,2812.53,2838.77,2825.65
